"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NZL","MEATCONSUMP","BEEF","KG_CAP","A","2003",23.15,
"NZL","MEATCONSUMP","BEEF","KG_CAP","A","2004",20.182,
"NZL","MEATCONSUMP","BEEF","KG_CAP","A","2005",15.749,
"NZL","MEATCONSUMP","BEEF","KG_CAP","A","2006",17.187,
"NZL","MEATCONSUMP","BEEF","KG_CAP","A","2007",20.094,
"NZL","MEATCONSUMP","BEEF","KG_CAP","A","2008",20.143,
"NZL","MEATCONSUMP","BEEF","KG_CAP","A","2009",17.779,
"NZL","MEATCONSUMP","BEEF","KG_CAP","A","2010",17.165,
"NZL","MEATCONSUMP","BEEF","KG_CAP","A","2011",16.522,
"NZL","MEATCONSUMP","BEEF","KG_CAP","A","2012",15.779,
"NZL","MEATCONSUMP","BEEF","KG_CAP","A","2013",15.883,
"NZL","MEATCONSUMP","BEEF","KG_CAP","A","2014",15.402,
"NZL","MEATCONSUMP","BEEF","KG_CAP","A","2015",13.864,
"NZL","MEATCONSUMP","BEEF","KG_CAP","A","2016",12.519,
"NZL","MEATCONSUMP","BEEF","KG_CAP","A","2017",12.063,
"NZL","MEATCONSUMP","BEEF","KG_CAP","A","2018",11.837,
"NZL","MEATCONSUMP","BEEF","KG_CAP","A","2019",11.609,
"NZL","MEATCONSUMP","PIG","KG_CAP","A","2000",13.382,
"NZL","MEATCONSUMP","PIG","KG_CAP","A","2001",12.548,
"NZL","MEATCONSUMP","PIG","KG_CAP","A","2002",12.959,
"NZL","MEATCONSUMP","PIG","KG_CAP","A","2003",13.784,
"NZL","MEATCONSUMP","PIG","KG_CAP","A","2004",14.847,
"NZL","MEATCONSUMP","PIG","KG_CAP","A","2005",15.039,
"NZL","MEATCONSUMP","PIG","KG_CAP","A","2006",16.012,
"NZL","MEATCONSUMP","PIG","KG_CAP","A","2007",16.083,
"NZL","MEATCONSUMP","PIG","KG_CAP","A","2008",16.066,
"NZL","MEATCONSUMP","PIG","KG_CAP","A","2009",15.913,
"NZL","MEATCONSUMP","PIG","KG_CAP","A","2010",14.81,
"NZL","MEATCONSUMP","PIG","KG_CAP","A","2011",15.978,
"NZL","MEATCONSUMP","PIG","KG_CAP","A","2012",16.108,
"NZL","MEATCONSUMP","PIG","KG_CAP","A","2013",15.894,
"NZL","MEATCONSUMP","PIG","KG_CAP","A","2014",16.365,
"NZL","MEATCONSUMP","PIG","KG_CAP","A","2015",17.787,
"NZL","MEATCONSUMP","PIG","KG_CAP","A","2016",17.451,
"NZL","MEATCONSUMP","PIG","KG_CAP","A","2017",18.574,
"NZL","MEATCONSUMP","PIG","KG_CAP","A","2018",18.934,
"NZL","MEATCONSUMP","PIG","KG_CAP","A","2019",18.938,
"NZL","MEATCONSUMP","POULTRY","KG_CAP","A","2000",24.555,
"NZL","MEATCONSUMP","POULTRY","KG_CAP","A","2001",26.459,
"NZL","MEATCONSUMP","POULTRY","KG_CAP","A","2002",28.702,
"NZL","MEATCONSUMP","POULTRY","KG_CAP","A","2003",31.078,
"NZL","MEATCONSUMP","POULTRY","KG_CAP","A","2004",32.25,
"NZL","MEATCONSUMP","POULTRY","KG_CAP","A","2005",33.828,
"NZL","MEATCONSUMP","POULTRY","KG_CAP","A","2006",32.135,
"NZL","MEATCONSUMP","POULTRY","KG_CAP","A","2007",30.451,
"NZL","MEATCONSUMP","POULTRY","KG_CAP","A","2008",30.258,
"NZL","MEATCONSUMP","POULTRY","KG_CAP","A","2009",28.3,
"NZL","MEATCONSUMP","POULTRY","KG_CAP","A","2010",28.78,
"NZL","MEATCONSUMP","POULTRY","KG_CAP","A","2011",29.516,
"NZL","MEATCONSUMP","POULTRY","KG_CAP","A","2012",32.517,
"NZL","MEATCONSUMP","POULTRY","KG_CAP","A","2013",32.316,
"NZL","MEATCONSUMP","POULTRY","KG_CAP","A","2014",33.438,
"NZL","MEATCONSUMP","POULTRY","KG_CAP","A","2015",33.715,
"NZL","MEATCONSUMP","POULTRY","KG_CAP","A","2016",37.348,
"NZL","MEATCONSUMP","POULTRY","KG_CAP","A","2017",38.57,
"NZL","MEATCONSUMP","POULTRY","KG_CAP","A","2018",39.619,
"NZL","MEATCONSUMP","POULTRY","KG_CAP","A","2019",41.101,
"NZL","MEATCONSUMP","SHEEP","KG_CAP","A","2000",25.484,
"NZL","MEATCONSUMP","SHEEP","KG_CAP","A","2001",27.061,
"NZL","MEATCONSUMP","SHEEP","KG_CAP","A","2002",20.607,
"NZL","MEATCONSUMP","SHEEP","KG_CAP","A","2003",24.336,
"NZL","MEATCONSUMP","SHEEP","KG_CAP","A","2004",20.494,
"NZL","MEATCONSUMP","SHEEP","KG_CAP","A","2005",20.19,
"NZL","MEATCONSUMP","SHEEP","KG_CAP","A","2006",19.05,
"NZL","MEATCONSUMP","SHEEP","KG_CAP","A","2007",17.335,
"NZL","MEATCONSUMP","SHEEP","KG_CAP","A","2008",13.529,
"NZL","MEATCONSUMP","SHEEP","KG_CAP","A","2009",6.384,
"NZL","MEATCONSUMP","SHEEP","KG_CAP","A","2010",5.909,
"NZL","MEATCONSUMP","SHEEP","KG_CAP","A","2011",5.551,
"NZL","MEATCONSUMP","SHEEP","KG_CAP","A","2012",5.55,
"NZL","MEATCONSUMP","SHEEP","KG_CAP","A","2013",6.144,
"NZL","MEATCONSUMP","SHEEP","KG_CAP","A","2014",6.271,
"NZL","MEATCONSUMP","SHEEP","KG_CAP","A","2015",5.867,
"NZL","MEATCONSUMP","SHEEP","KG_CAP","A","2016",5.518,
"NZL","MEATCONSUMP","SHEEP","KG_CAP","A","2017",5.293,
"NZL","MEATCONSUMP","SHEEP","KG_CAP","A","2018",4.24,
"NZL","MEATCONSUMP","SHEEP","KG_CAP","A","2019",3.596,
"TUR","MEATCONSUMP","BEEF","KG_CAP","A","2000",3.964,
"TUR","MEATCONSUMP","BEEF","KG_CAP","A","2001",3.638,
"TUR","MEATCONSUMP","BEEF","KG_CAP","A","2002",3.532,
"TUR","MEATCONSUMP","BEEF","KG_CAP","A","2003",3.191,
"TUR","MEATCONSUMP","BEEF","KG_CAP","A","2004",3.927,
"TUR","MEATCONSUMP","BEEF","KG_CAP","A","2005",3.373,
"TUR","MEATCONSUMP","BEEF","KG_CAP","A","2006",3.523,
"TUR","MEATCONSUMP","BEEF","KG_CAP","A","2007",4.344,
"TUR","MEATCONSUMP","BEEF","KG_CAP","A","2008",3.726,
"TUR","MEATCONSUMP","BEEF","KG_CAP","A","2009",3.16,
"TUR","MEATCONSUMP","BEEF","KG_CAP","A","2010",6.387,
"TUR","MEATCONSUMP","BEEF","KG_CAP","A","2011",7.079,
"TUR","MEATCONSUMP","BEEF","KG_CAP","A","2012",7.546,
"TUR","MEATCONSUMP","BEEF","KG_CAP","A","2013",7.867,
"TUR","MEATCONSUMP","BEEF","KG_CAP","A","2014",7.882,
"TUR","MEATCONSUMP","BEEF","KG_CAP","A","2015",9.217,
"TUR","MEATCONSUMP","BEEF","KG_CAP","A","2016",9.342,
"TUR","MEATCONSUMP","BEEF","KG_CAP","A","2017",8.599,
"TUR","MEATCONSUMP","BEEF","KG_CAP","A","2018",9.839,
"TUR","MEATCONSUMP","BEEF","KG_CAP","A","2019",9.474,
"TUR","MEATCONSUMP","PIG","KG_CAP","A","2000",0.002,
"TUR","MEATCONSUMP","PIG","KG_CAP","A","2001",0.001,
"TUR","MEATCONSUMP","PIG","KG_CAP","A","2002",0.001,
"TUR","MEATCONSUMP","PIG","KG_CAP","A","2003",0.001,
"TUR","MEATCONSUMP","PIG","KG_CAP","A","2004",0,
"TUR","MEATCONSUMP","PIG","KG_CAP","A","2005",0,
"TUR","MEATCONSUMP","PIG","KG_CAP","A","2006",0,
"TUR","MEATCONSUMP","PIG","KG_CAP","A","2007",0,
"TUR","MEATCONSUMP","PIG","KG_CAP","A","2008",0,
"TUR","MEATCONSUMP","PIG","KG_CAP","A","2009",0,
"TUR","MEATCONSUMP","PIG","KG_CAP","A","2010",0,
"TUR","MEATCONSUMP","PIG","KG_CAP","A","2011",0,
"TUR","MEATCONSUMP","PIG","KG_CAP","A","2012",0,
"TUR","MEATCONSUMP","PIG","KG_CAP","A","2013",0,
"TUR","MEATCONSUMP","PIG","KG_CAP","A","2014",0,
"TUR","MEATCONSUMP","PIG","KG_CAP","A","2015",0,
"TUR","MEATCONSUMP","PIG","KG_CAP","A","2016",0,
"TUR","MEATCONSUMP","PIG","KG_CAP","A","2017",0,
"TUR","MEATCONSUMP","PIG","KG_CAP","A","2018",0,
"TUR","MEATCONSUMP","PIG","KG_CAP","A","2019",0,
"TUR","MEATCONSUMP","POULTRY","KG_CAP","A","2000",9.268,
"TUR","MEATCONSUMP","POULTRY","KG_CAP","A","2001",8.408,
"TUR","MEATCONSUMP","POULTRY","KG_CAP","A","2002",9.605,
"TUR","MEATCONSUMP","POULTRY","KG_CAP","A","2003",11.779,
"TUR","MEATCONSUMP","POULTRY","KG_CAP","A","2004",11.681,
"TUR","MEATCONSUMP","POULTRY","KG_CAP","A","2005",12.143,
"TUR","MEATCONSUMP","POULTRY","KG_CAP","A","2006",11.486,
"TUR","MEATCONSUMP","POULTRY","KG_CAP","A","2007",13.277,
"TUR","MEATCONSUMP","POULTRY","KG_CAP","A","2008",13.078,
"TUR","MEATCONSUMP","POULTRY","KG_CAP","A","2009",14.938,
"TUR","MEATCONSUMP","POULTRY","KG_CAP","A","2010",16.262,
"TUR","MEATCONSUMP","POULTRY","KG_CAP","A","2011",16.911,
"TUR","MEATCONSUMP","POULTRY","KG_CAP","A","2012",17.195,
"TUR","MEATCONSUMP","POULTRY","KG_CAP","A","2013",16.583,
"TUR","MEATCONSUMP","POULTRY","KG_CAP","A","2014",17.501,
"TUR","MEATCONSUMP","POULTRY","KG_CAP","A","2015",18.207,
"TUR","MEATCONSUMP","POULTRY","KG_CAP","A","2016",17.726,
"TUR","MEATCONSUMP","POULTRY","KG_CAP","A","2017",19.163,
"TUR","MEATCONSUMP","POULTRY","KG_CAP","A","2018",18.623,
"TUR","MEATCONSUMP","POULTRY","KG_CAP","A","2019",19.059,
"TUR","MEATCONSUMP","SHEEP","KG_CAP","A","2000",5.19,
"TUR","MEATCONSUMP","SHEEP","KG_CAP","A","2001",4.806,
"TUR","MEATCONSUMP","SHEEP","KG_CAP","A","2002",4.492,
"TUR","MEATCONSUMP","SHEEP","KG_CAP","A","2003",4.155,
"TUR","MEATCONSUMP","SHEEP","KG_CAP","A","2004",4.176,
"TUR","MEATCONSUMP","SHEEP","KG_CAP","A","2005",4.083,
"TUR","MEATCONSUMP","SHEEP","KG_CAP","A","2006",4.033,
"TUR","MEATCONSUMP","SHEEP","KG_CAP","A","2007",4.083,
"TUR","MEATCONSUMP","SHEEP","KG_CAP","A","2008",4,
"TUR","MEATCONSUMP","SHEEP","KG_CAP","A","2009",3.696,
"TUR","MEATCONSUMP","SHEEP","KG_CAP","A","2010",3.341,
"TUR","MEATCONSUMP","SHEEP","KG_CAP","A","2011",3.541,
"TUR","MEATCONSUMP","SHEEP","KG_CAP","A","2012",3.801,
"TUR","MEATCONSUMP","SHEEP","KG_CAP","A","2013",4.079,
"TUR","MEATCONSUMP","SHEEP","KG_CAP","A","2014",4.333,
"TUR","MEATCONSUMP","SHEEP","KG_CAP","A","2015",4.554,
"TUR","MEATCONSUMP","SHEEP","KG_CAP","A","2016",4.504,
"TUR","MEATCONSUMP","SHEEP","KG_CAP","A","2017",4.376,
"TUR","MEATCONSUMP","SHEEP","KG_CAP","A","2018",4.308,
"TUR","MEATCONSUMP","SHEEP","KG_CAP","A","2019",4.264,
"USA","MEATCONSUMP","BEEF","KG_CAP","A","2000",31.067,
"USA","MEATCONSUMP","BEEF","KG_CAP","A","2001",30.378,
"USA","MEATCONSUMP","BEEF","KG_CAP","A","2002",31.038,
"USA","MEATCONSUMP","BEEF","KG_CAP","A","2003",29.803,
"USA","MEATCONSUMP","BEEF","KG_CAP","A","2004",30.33,
"USA","MEATCONSUMP","BEEF","KG_CAP","A","2005",30.049,
"USA","MEATCONSUMP","BEEF","KG_CAP","A","2006",30.171,
"USA","MEATCONSUMP","BEEF","KG_CAP","A","2007",29.903,
"USA","MEATCONSUMP","BEEF","KG_CAP","A","2008",28.71,
"USA","MEATCONSUMP","BEEF","KG_CAP","A","2009",28.037,
"USA","MEATCONSUMP","BEEF","KG_CAP","A","2010",27.257,
"USA","MEATCONSUMP","BEEF","KG_CAP","A","2011",26.262,
"USA","MEATCONSUMP","BEEF","KG_CAP","A","2012",26.083,
"USA","MEATCONSUMP","BEEF","KG_CAP","A","2013",25.595,
"USA","MEATCONSUMP","BEEF","KG_CAP","A","2014",24.627,
"USA","MEATCONSUMP","BEEF","KG_CAP","A","2015",24.599,
"USA","MEATCONSUMP","BEEF","KG_CAP","A","2016",25.308,
"USA","MEATCONSUMP","BEEF","KG_CAP","A","2017",25.939,
"USA","MEATCONSUMP","BEEF","KG_CAP","A","2018",26.057,
"USA","MEATCONSUMP","BEEF","KG_CAP","A","2019",26.324,
"USA","MEATCONSUMP","PIG","KG_CAP","A","2000",23.414,
"USA","MEATCONSUMP","PIG","KG_CAP","A","2001",22.988,
"USA","MEATCONSUMP","PIG","KG_CAP","A","2002",23.581,
"USA","MEATCONSUMP","PIG","KG_CAP","A","2003",23.726,
"USA","MEATCONSUMP","PIG","KG_CAP","A","2004",23.522,
"USA","MEATCONSUMP","PIG","KG_CAP","A","2005",22.925,
"USA","MEATCONSUMP","PIG","KG_CAP","A","2006",22.636,
"USA","MEATCONSUMP","PIG","KG_CAP","A","2007",23.265,
"USA","MEATCONSUMP","PIG","KG_CAP","A","2008",22.654,
"USA","MEATCONSUMP","PIG","KG_CAP","A","2009",22.914,
"USA","MEATCONSUMP","PIG","KG_CAP","A","2010",21.851,
"USA","MEATCONSUMP","PIG","KG_CAP","A","2011",20.86,
"USA","MEATCONSUMP","PIG","KG_CAP","A","2012",20.885,
"USA","MEATCONSUMP","PIG","KG_CAP","A","2013",21.408,
"USA","MEATCONSUMP","PIG","KG_CAP","A","2014",21.172,
"USA","MEATCONSUMP","PIG","KG_CAP","A","2015",22.706,
"USA","MEATCONSUMP","PIG","KG_CAP","A","2016",22.883,
"USA","MEATCONSUMP","PIG","KG_CAP","A","2017",22.893,
"USA","MEATCONSUMP","PIG","KG_CAP","A","2018",23.246,
"USA","MEATCONSUMP","PIG","KG_CAP","A","2019",24.002,
"USA","MEATCONSUMP","POULTRY","KG_CAP","A","2000",43.227,
"USA","MEATCONSUMP","POULTRY","KG_CAP","A","2001",43.229,
"USA","MEATCONSUMP","POULTRY","KG_CAP","A","2002",45.262,
"USA","MEATCONSUMP","POULTRY","KG_CAP","A","2003",45.632,
"USA","MEATCONSUMP","POULTRY","KG_CAP","A","2004",46.611,
"USA","MEATCONSUMP","POULTRY","KG_CAP","A","2005",47.288,
"USA","MEATCONSUMP","POULTRY","KG_CAP","A","2006",47.528,
"USA","MEATCONSUMP","POULTRY","KG_CAP","A","2007",46.769,
"USA","MEATCONSUMP","POULTRY","KG_CAP","A","2008",46.611,
"USA","MEATCONSUMP","POULTRY","KG_CAP","A","2009",44.523,
"USA","MEATCONSUMP","POULTRY","KG_CAP","A","2010",45.536,
"USA","MEATCONSUMP","POULTRY","KG_CAP","A","2011",46.52,
"USA","MEATCONSUMP","POULTRY","KG_CAP","A","2012",44.522,
"USA","MEATCONSUMP","POULTRY","KG_CAP","A","2013",44.33,
"USA","MEATCONSUMP","POULTRY","KG_CAP","A","2014",45.05,
"USA","MEATCONSUMP","POULTRY","KG_CAP","A","2015",47.783,
"USA","MEATCONSUMP","POULTRY","KG_CAP","A","2016",48.421,
"USA","MEATCONSUMP","POULTRY","KG_CAP","A","2017",48.901,
"USA","MEATCONSUMP","POULTRY","KG_CAP","A","2018",49.439,
"USA","MEATCONSUMP","POULTRY","KG_CAP","A","2019",50.098,
"USA","MEATCONSUMP","SHEEP","KG_CAP","A","2000",0.502,
"USA","MEATCONSUMP","SHEEP","KG_CAP","A","2001",0.516,
"USA","MEATCONSUMP","SHEEP","KG_CAP","A","2002",0.529,
"USA","MEATCONSUMP","SHEEP","KG_CAP","A","2003",0.506,
"USA","MEATCONSUMP","SHEEP","KG_CAP","A","2004",0.509,
"USA","MEATCONSUMP","SHEEP","KG_CAP","A","2005",0.481,
"USA","MEATCONSUMP","SHEEP","KG_CAP","A","2006",0.477,
"USA","MEATCONSUMP","SHEEP","KG_CAP","A","2007",0.511,
"USA","MEATCONSUMP","SHEEP","KG_CAP","A","2008",0.451,
"USA","MEATCONSUMP","SHEEP","KG_CAP","A","2009",0.441,
"USA","MEATCONSUMP","SHEEP","KG_CAP","A","2010",0.409,
"USA","MEATCONSUMP","SHEEP","KG_CAP","A","2011",0.378,
"USA","MEATCONSUMP","SHEEP","KG_CAP","A","2012",0.381,
"USA","MEATCONSUMP","SHEEP","KG_CAP","A","2013",0.408,
"USA","MEATCONSUMP","SHEEP","KG_CAP","A","2014",0.437,
"USA","MEATCONSUMP","SHEEP","KG_CAP","A","2015",0.454,
"USA","MEATCONSUMP","SHEEP","KG_CAP","A","2016",0.452,
"USA","MEATCONSUMP","SHEEP","KG_CAP","A","2017",0.48,
"USA","MEATCONSUMP","SHEEP","KG_CAP","A","2018",0.509,
"USA","MEATCONSUMP","SHEEP","KG_CAP","A","2019",0.443,
"ARG","MEATCONSUMP","BEEF","KG_CAP","A","2000",45.282,
"ARG","MEATCONSUMP","BEEF","KG_CAP","A","2001",43.988,
"ARG","MEATCONSUMP","BEEF","KG_CAP","A","2002",40.505,
"ARG","MEATCONSUMP","BEEF","KG_CAP","A","2003",41.864,
"ARG","MEATCONSUMP","BEEF","KG_CAP","A","2004",43.711,
"ARG","MEATCONSUMP","BEEF","KG_CAP","A","2005",42.824,
"ARG","MEATCONSUMP","BEEF","KG_CAP","A","2006",44.105,
"ARG","MEATCONSUMP","BEEF","KG_CAP","A","2007",47.41,
"ARG","MEATCONSUMP","BEEF","KG_CAP","A","2008",47.251,
"ARG","MEATCONSUMP","BEEF","KG_CAP","A","2009",46.961,
"ARG","MEATCONSUMP","BEEF","KG_CAP","A","2010",39.622,
"ARG","MEATCONSUMP","BEEF","KG_CAP","A","2011",38.402,
"ARG","MEATCONSUMP","BEEF","KG_CAP","A","2012",40.476,
"ARG","MEATCONSUMP","BEEF","KG_CAP","A","2013",44.056,
"ARG","MEATCONSUMP","BEEF","KG_CAP","A","2014",40.956,
"ARG","MEATCONSUMP","BEEF","KG_CAP","A","2015",41.079,
"ARG","MEATCONSUMP","BEEF","KG_CAP","A","2016",39.042,
"ARG","MEATCONSUMP","BEEF","KG_CAP","A","2017",39.575,
"ARG","MEATCONSUMP","BEEF","KG_CAP","A","2018",38.881,
"ARG","MEATCONSUMP","BEEF","KG_CAP","A","2019",37.985,
"ARG","MEATCONSUMP","PIG","KG_CAP","A","2000",5.989,
"ARG","MEATCONSUMP","PIG","KG_CAP","A","2001",4.783,
"ARG","MEATCONSUMP","PIG","KG_CAP","A","2002",4.445,
"ARG","MEATCONSUMP","PIG","KG_CAP","A","2003",3.951,
"ARG","MEATCONSUMP","PIG","KG_CAP","A","2004",4.255,
"ARG","MEATCONSUMP","PIG","KG_CAP","A","2005",4.825,
"ARG","MEATCONSUMP","PIG","KG_CAP","A","2006",5.93,
"ARG","MEATCONSUMP","PIG","KG_CAP","A","2007",6.045,
"ARG","MEATCONSUMP","PIG","KG_CAP","A","2008",5.933,
"ARG","MEATCONSUMP","PIG","KG_CAP","A","2009",6.415,
"ARG","MEATCONSUMP","PIG","KG_CAP","A","2010",6.137,
"ARG","MEATCONSUMP","PIG","KG_CAP","A","2011",6.582,
"ARG","MEATCONSUMP","PIG","KG_CAP","A","2012",6.635,
"ARG","MEATCONSUMP","PIG","KG_CAP","A","2013",7.879,
"ARG","MEATCONSUMP","PIG","KG_CAP","A","2014",8.026,
"ARG","MEATCONSUMP","PIG","KG_CAP","A","2015",8.631,
"ARG","MEATCONSUMP","PIG","KG_CAP","A","2016",9.674,
"ARG","MEATCONSUMP","PIG","KG_CAP","A","2017",10.421,
"ARG","MEATCONSUMP","PIG","KG_CAP","A","2018",11.054,
"ARG","MEATCONSUMP","PIG","KG_CAP","A","2019",11.374,
"ARG","MEATCONSUMP","POULTRY","KG_CAP","A","2000",22.902,
"ARG","MEATCONSUMP","POULTRY","KG_CAP","A","2001",22.024,
"ARG","MEATCONSUMP","POULTRY","KG_CAP","A","2002",15.424,
"ARG","MEATCONSUMP","POULTRY","KG_CAP","A","2003",16.121,
"ARG","MEATCONSUMP","POULTRY","KG_CAP","A","2004",18.888,
"ARG","MEATCONSUMP","POULTRY","KG_CAP","A","2005",21.145,
"ARG","MEATCONSUMP","POULTRY","KG_CAP","A","2006",24.338,
"ARG","MEATCONSUMP","POULTRY","KG_CAP","A","2007",25.742,
"ARG","MEATCONSUMP","POULTRY","KG_CAP","A","2008",27.954,
"ARG","MEATCONSUMP","POULTRY","KG_CAP","A","2009",29.733,
"ARG","MEATCONSUMP","POULTRY","KG_CAP","A","2010",31.511,
"ARG","MEATCONSUMP","POULTRY","KG_CAP","A","2011",35.01,
"ARG","MEATCONSUMP","POULTRY","KG_CAP","A","2012",36.864,
"ARG","MEATCONSUMP","POULTRY","KG_CAP","A","2013",35.685,
"ARG","MEATCONSUMP","POULTRY","KG_CAP","A","2014",36.692,
"ARG","MEATCONSUMP","POULTRY","KG_CAP","A","2015",39.253,
"ARG","MEATCONSUMP","POULTRY","KG_CAP","A","2016",38.925,
"ARG","MEATCONSUMP","POULTRY","KG_CAP","A","2017",38.343,
"ARG","MEATCONSUMP","POULTRY","KG_CAP","A","2018",38.464,
"ARG","MEATCONSUMP","POULTRY","KG_CAP","A","2019",37.921,
"ARG","MEATCONSUMP","SHEEP","KG_CAP","A","2000",1.412,
"ARG","MEATCONSUMP","SHEEP","KG_CAP","A","2001",1.397,
"ARG","MEATCONSUMP","SHEEP","KG_CAP","A","2002",1.363,
"ARG","MEATCONSUMP","SHEEP","KG_CAP","A","2003",1.309,
"ARG","MEATCONSUMP","SHEEP","KG_CAP","A","2004",1.26,
"ARG","MEATCONSUMP","SHEEP","KG_CAP","A","2005",1.188,
"ARG","MEATCONSUMP","SHEEP","KG_CAP","A","2006",1.157,
"ARG","MEATCONSUMP","SHEEP","KG_CAP","A","2007",1.177,
"ARG","MEATCONSUMP","SHEEP","KG_CAP","A","2008",1.102,
"ARG","MEATCONSUMP","SHEEP","KG_CAP","A","2009",1.039,
"ARG","MEATCONSUMP","SHEEP","KG_CAP","A","2010",1.032,
"ARG","MEATCONSUMP","SHEEP","KG_CAP","A","2011",1.087,
"ARG","MEATCONSUMP","SHEEP","KG_CAP","A","2012",1.182,
"ARG","MEATCONSUMP","SHEEP","KG_CAP","A","2013",1.152,
"ARG","MEATCONSUMP","SHEEP","KG_CAP","A","2014",1.22,
"ARG","MEATCONSUMP","SHEEP","KG_CAP","A","2015",1.147,
"ARG","MEATCONSUMP","SHEEP","KG_CAP","A","2016",1.012,
"ARG","MEATCONSUMP","SHEEP","KG_CAP","A","2017",0.969,
"ARG","MEATCONSUMP","SHEEP","KG_CAP","A","2018",0.969,
"ARG","MEATCONSUMP","SHEEP","KG_CAP","A","2019",0.97,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2000",25.237,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2001",24.993,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2002",25.699,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2003",29.696,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2004",27.678,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2005",29.722,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2006",32.082,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2007",30.758,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2008",26.987,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2009",25.673,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2010",26.325,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2011",25.903,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2012",26.161,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2013",27.765,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2014",26.041,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2015",24.968,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2016",25.391,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2017",25.373,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2018",25.263,
"BRA","MEATCONSUMP","BEEF","KG_CAP","A","2019",25.187,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2000",10.759,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2001",10.997,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2002",10.51,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2003",9.585,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2004",9.084,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2005",8.899,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2006",10.166,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2007",9.997,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2008",10.348,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2009",10.653,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2010",11.011,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2011",11.65,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2012",11.669,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2013",11.531,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2014",12.312,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2015",12.187,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2016",11.702,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2017",12.149,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2018",12.711,
"BRA","MEATCONSUMP","PIG","KG_CAP","A","2019",12.848,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2000",26.059,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2001",25.125,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2002",27.132,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2003",28.596,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2004",30.151,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2005",24.429,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2006",26.262,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2007",27.583,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2008",31.514,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2009",30.196,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2010",39.014,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2011",40.501,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2012",39.835,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2013",39.311,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2014",39.739,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2015",40.97,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2016",40.316,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2017",40.906,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2018",40.109,
"BRA","MEATCONSUMP","POULTRY","KG_CAP","A","2019",40.298,
